Ýrsaliye Tarihi,Ýrsaliye No,Resmi Belge No,Satýþ Tipi,Müþteri Ünvaný,Nakliyeci Ünvan,Plaka,Miktar, Nakliye Yerel Tutar , Nakliye Yerel Tutar Toplam , Nakliye Firma Tutar , Nakliye Firma Tutar Toplam ,Þehir
14/04/2023,"5,648",13331,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),01935PD,"27,640", -   , -   , -   , -   ,PRISHTINE
14/04/2023,"5,649",13332,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB218GB,"35,940", -   , -   , -   , -   ,ELBASAN
14/04/2023,"5,650",13333,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05163EN,"25,860", -   , -   , -   , -   ,FERIZAJ
14/04/2023,"5,651",13334,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05139FI,"26,920", -   , -   , -   , -   ,FERIZAJ
14/04/2023,"5,652",1335,Yurt Dýþý,GLOBAL STEEL SERVICES DOO,GLOBAL STEEL SERVICES DOO,PP027HK,"24,200", -   , -   , -   , -   ,BEOGRAD
14/04/2023,"5,653",13336,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),AB398FC,"26,120", -   , -   , -   , -   ,PRISHTINE
14/04/2023,"5,654",13337,Yurt Ýçi,BE-IS SHPK,AIVI 2020 (KLEVIS DAKA),AB992FL,"34,040", 745.00 ," 25,359.80 ", 6.59 , 224.20 ,TIRANE
14/04/2023,"5,655",13338,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA401DL,"35,180", -   , -   , -   , -   ,ELBASAN
15/04/2023,"5,656",133340,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 035 GB,"27,900", -   , -   , -   , -   ,ELBASAN
15/04/2023,"5,657",13342,Yurt Ýçi,TURI AND MZB SHPK,MUSTERI,AB303KU,"36,000"," 1,270.00 "," 45,720.00 ", 11.25 , 405.03 ,VLORE
15/04/2023,"5,658",13343,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),05 413 FJ,"24,460", -   , -   , -   , -   ,PRISHTINE
15/04/2023,"5,659",13344,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 HH,"32,980", -   , -   , -   , -   ,FUSHE KRUJE
15/04/2023,"5,660",13345,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),05 698 AN,"27,100", -   , -   , -   , -   ,VITI
15/04/2023,"5,661",13346,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),AA 371 VA,"24,040", -   , -   , -   , -   ,PRISHTINE
15/04/2023,"5,662",13347,Yurt Dýþý,GLOBAL STEEL SERVICES DOO,GLOBAL STEEL SERVICES DOO,BP BC 503,"24,520", -   , -   , -   , -   ,BEOGRAD
15/04/2023,"5,663",13348,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),01 349 UK,"24,500", -   , -   , -   , -   ,PRISHTINE
15/04/2023,"5,664",13349,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),05 266 FL,"24,560", -   , -   , -   , -   ,PRISHTINE
15/04/2023,"5,665",13350,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 GL,"34,980", -   , -   , -   , -   ,FUSHE KRUJE
15/04/2023,"5,666",13351,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 VV,"37,100", -   , -   , -   , -   ,FUSHE KRUJE
15/04/2023,"5,667",13352,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 497 FX,"33,040", -   , -   , -   , -   ,ELBASAN
15/04/2023,"5,668",13353,Yurt Dýþý,GLOBAL STEEL SERVICES DOO,GLOBAL STEEL SERVICES DOO,PP 039 SA,"24,400", -   , -   , -   , -   ,BEOGRAD
15/04/2023,"5,669",13354,Yurt Dýþý,GLOBAL STEEL SERVICES DOO,GLOBAL STEEL SERVICES DOO,PP 039 SI,"24,060", -   , -   , -   , -   ,BEOGRAD
15/04/2023,"5,670",13356,Yurt Dýþý,GLOBAL STEEL SERVICES DOO,GLOBAL STEEL SERVICES DOO,PP 011 EL,"24,820", -   , -   , -   , -   ,BEOGRAD
15/04/2023,"5,671",DURRES - M/V DYNASTY,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB741BA,"36,660", -   , -   , -   , -   ,FUSHE KRUJE
15/04/2023,"5,673",13357,Yurt Dýþý,EURO STEEL-MN,EURO STEEL-MN,05 697 AN,"26,600", -   , -   , -   , -   ,LIPJAN
15/04/2023,"5,674",13358,Yurt Dýþý,GLOBAL STEEL SERVICES DOO,GLOBAL STEEL SERVICES DOO,BP BG 668,"24,520", -   , -   , -   , -   ,BEOGRAD
15/04/2023,"5,675",13359,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),02 430 EQ,"27,980", -   , -   , -   , -   ,PRISHTINE
15/04/2023,"5,676",13360,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),02 538 ET,"26,400", -   , -   , -   , -   ,VITI
15/04/2023,"5,677",13361,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 162 EN,"25,700", -   , -   , -   , -   ,FERIZAJ
15/04/2023,"5,678",13362,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),05 152 FN,"26,740", -   , -   , -   , -   ,PRISHTINE
15/04/2023,"5,679",13364,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,01295PS,"20,780", -   , -   , -   , -   ,LIPJAN
15/04/2023,"5,680",13365,Yurt Dýþý,EURO STEEL-MN,EURO STEEL-MN,05 825 FN,"26,780", -   , -   , -   , -   ,LIPJAN
15/04/2023,"5,681",13366,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA474 UJ,"36,520", -   , -   , -   , -   ,ELBASAN
15/04/2023,"5,682",13367,Yurt Dýþý,EURO STEEL-MN,EURO STEEL-MN,05 867 GK,"26,880", -   , -   , -   , -   ,LIPJAN
15/04/2023,"5,683",13368,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA034 DS,"33,340", -   , -   , -   , -   ,FUSHE KRUJE
15/04/2023,"5,684",13369,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06 663 DE,"22,740", -   , -   , -   , -   ,VITI
15/04/2023,"5,685",13370,Yurt Dýþý,VAM TRADE SHPK,VAM TRADE SHPK,04 217 IL,"26,320", -   , -   , -   , -   ,GRACANICE
15/04/2023,"5,687",13371,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 HH,"32,080", -   , -   , -   , -   ,FUSHE KRUJE
15/04/2023,"5,688",13372,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),05 927 FL,"26,760", -   , -   , -   , -   ,PRISHTINE
15/04/2023,"5,689",13373,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 GL,"31,340", -   , -   , -   , -   ,FUSHE KRUJE
15/04/2023,"5,690",13375,Yurt Ýçi,USLUGA SH.P.K,AIVI 2020 (KLEVIS DAKA),AA 074 UN,"39,280", 900.00 ," 35,352.00 ", 7.97 , 313.18 ,TIRANE
15/04/2023,"5,691",13376,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA 962 SI,"23,100", -   , -   , -   , -   ,FUSHE KRUJE
15/04/2023,"5,692",DURRES - M/V DYNASTY,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB741BA,"35,540", -   , -   , -   , -   ,FUSHE KRUJE
17/04/2023,"5,693",13378,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 497 FX,"31,620", -   , -   , -   , -   ,ELBASAN
17/04/2023,"5,694",13379,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 999 UU,"30,780", -   , -   , -   , -   ,FUSHE KRUJE
17/04/2023,"5,695",13380,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,AB 057 GE,"23,100", -   , -   , -   , -   ,SHKUP
17/04/2023,"5,696",13381,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 401 DL,"35,240", -   , -   , -   , -   ,ELBASAN
17/04/2023,"5,697",13382,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 761 CL,"34,800", -   , -   , -   , -   ,FUSHE KRUJE
17/04/2023,"5,698",13383,Yurt Ýçi,DRITAN SULAJ,MUSTERI,AB 304 KU,"34,660", 745.00 ," 25,821.70 ", 6.60 , 228.75 ,LUSHNJE
17/04/2023,"5,699",13384,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB009 ER,"33,160", -   , -   , -   , -   ,FUSHE KRUJE
17/04/2023,"5,700",13386,Yurt Dýþý,BRODOMETALURGIJA DOO,BRODOMETALURGIJA DOO,DG AN 559,"24,580", -   , -   , -   , -   ,SPLIT
17/04/2023,"5,701",13388,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 136 FI,"26,300", -   , -   , -   , -   ,FERIZAJ
17/04/2023,"5,702",13389,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),06 878 EC,"26,200", -   , -   , -   , -   ,VITI
17/04/2023,"5,703",13390,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 HH,"36,140", -   , -   , -   , -   ,FUSHE KRUJE
17/04/2023,"5,704",13393,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 024 HE,"30,740", -   , -   , -   , -   ,ELBASAN
17/04/2023,"5,705",13394,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06 925 ED,"26,660", -   , -   , -   , -   ,VITI
17/04/2023,"5,706",13395,Yurt Dýþý,DI GIPS  BULGARIA LTD,DI GIPS  BULGARIA LTD,AB 879 CK,"23,740", -   , -   , -   , -   ,SOFIA
17/04/2023,"5,707",13396,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),02 518 EO,"22,960", -   , -   , -   , -   ,VITI
17/04/2023,"5,708",13398,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),AA724NK,"28,260", -   , -   , -   , -   ,PRISHTINE
17/04/2023,"5,709",13399,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,06275DN,"25,320", -   , -   , -   , -   ,LIPJAN
17/04/2023,"5,710",13400,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB999UU,"33,620", -   , -   , -   , -   ,FUSHE KRUJE
17/04/2023,"5,711",13401,Yurt Ýçi,KONTAKT SHPK,MUSTERI,AB308KU,"33,000", 745.00 ," 24,585.00 ", 6.60 , 217.80 ,TIRANE
17/04/2023,"5,712",DURRES - M/V DYNASTY,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB009GL,"33,300", -   , -   , -   , -   ,FUSHE KRUJE
17/04/2023,"5,713",13402,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),AA 068 TK,"26,020", -   , -   , -   , -   ,PRISHTINE
17/04/2023,"5,714",13403,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05134FI,"27,360", -   , -   , -   , -   ,FERIZAJ
17/04/2023,"5,715",13404,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA401DL,"31,640", -   , -   , -   , -   ,ELBASAN
17/04/2023,"5,716",13405,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 934 FS,"25,160", -   , -   , -   , -   ,FERIZAJ
17/04/2023,"5,717",13406,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 138 FI,"25,920", -   , -   , -   , -   ,FERIZAJ
17/04/2023,"5,718",13407,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,AA 416 XZ,"21,920", -   , -   , -   , -   ,SHKUP
17/04/2023,"5,719",DURRES - M/V DYNASTY,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB833GL,"32,880", -   , -   , -   , -   ,FUSHE KRUJE
17/04/2023,"5,720",13409,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 936 FS,"26,200", -   , -   , -   , -   ,FERIZAJ
17/04/2023,"5,721",13411,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),AA 051 MD,"27,940", -   , -   , -   , -   ,PRISHTINE
17/04/2023,"5,722",13412,Yurt Dýþý,VAM TRADE SHPK,VAM TRADE SHPK,01 596 PO,"30,200", -   , -   , -   , -   ,GRACANICE
17/04/2023,"5,723",13414,Yurt Ýçi,DRITAN SULAJ,DRITAN SULAJ,AA 862 CO,"25,840", -   , -   , -   , -   ,FIER
17/04/2023,"5,724",13416,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB009ER,"34,320", -   , -   , -   , -   ,FUSHE KRUJE
17/04/2023,"5,725",13417,Yurt Dýþý,SS ALGA  (MONTENEGRO),ARMAND VELIAJ,AB031FM,"26,980"," 2,257.60 "," 60,910.05 ", 20.00 , 539.60 ,PODGORICE
17/04/2023,"5,726",13418,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA053GY,"36,420", -   , -   , -   , -   ,FUSHE KRUJE
17/04/2023,"5,727",13419,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 761 CL,"32,300", -   , -   , -   , -   ,FUSHE KRUJE
17/04/2023,"5,728",13420,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB009HH,"32,100", -   , -   , -   , -   ,FUSHE KRUJE
17/04/2023,"5,729",DURRES - M/V DYNASTY,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 GL,"33,120", -   , -   , -   , -   ,FUSHE KRUJE
17/04/2023,"5,730",13421,Yurt Ýçi,USLUGA SH.P.K,AIVI 2020 (KLEVIS DAKA),AB 530 GM,"35,620", 900.00 ," 32,058.00 ", 7.97 , 284.00 ,TIRANE
17/04/2023,"5,731",13422,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,01 753 SR,"23,600", -   , -   , -   , -   ,LIPJAN
17/04/2023,"5,732",13423,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 401 DL,"35,100", -   , -   , -   , -   ,ELBASAN
17/04/2023,"5,733",13424,Yurt Dýþý,DI GIPS  BULGARIA LTD,DI GIPS  BULGARIA LTD,AB 879 CK,"24,220", -   , -   , -   , -   ,SOFIA
17/04/2023,"5,734",13425,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),01 386 SO,"23,160", -   , -   , -   , -   ,PRISHTINE
17/04/2023,"5,735",13426,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 497FX,"30,700", -   , -   , -   , -   ,ELBASAN
17/04/2023,"5,736",DURRES - M/V DYNASTY,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA962SI,"33,520", -   , -   , -   , -   ,FUSHE KRUJE
18/04/2023,"5,737",13427,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 401 DL,"35,160", -   , -   , -   , -   ,ELBASAN
18/04/2023,"5,738",13428,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 999 UU,"34,080", -   , -   , -   , -   ,FUSHE KRUJE
18/04/2023,"5,739",13429,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 ER,"32,760", -   , -   , -   , -   ,FUSHE KRUJE
18/04/2023,"5,740",13430,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),AB 611 BA,"28,360", -   , -   , -   , -   ,PRISHTINE
18/04/2023,"5,741",13431,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 163 EN,"26,520", -   , -   , -   , -   ,FERIZAJ
18/04/2023,"5,742",13432,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 GL,"33,820", -   , -   , -   , -   ,FUSHE KRUJE
18/04/2023,"5,743",13433,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 451 CU,"39,300", -   , -   , -   , -   ,FUSHE KRUJE
18/04/2023,"5,744",13434,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 139 FI,"25,760", -   , -   , -   , -   ,FERIZAJ
18/04/2023,"5,745",13435,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),04 283 IC,"26,380", -   , -   , -   , -   ,VITI
18/04/2023,"5,746",13436,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 HH,"32,000", -   , -   , -   , -   ,FUSHE KRUJE
18/04/2023,"5,747",13437,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 162 EN,"24,980", -   , -   , -   , -   ,FERIZAJ
18/04/2023,"5,748",13438,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 107 DV,"39,000", -   , -   , -   , -   ,FUSHE KRUJE
18/04/2023,"5,749",13440,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 132 FI,"26,380", -   , -   , -   , -   ,FERIZAJ
18/04/2023,"5,750",13441,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 761 CL,"33,620", -   , -   , -   , -   ,FUSHE KRUJE
18/04/2023,"5,751",13443,Yurt Ýçi,DRITAN SULAJ,DRITAN SULAJ,AA 862 CO,"28,940", -   , -   , -   , -   ,FIER
18/04/2023,"5,752",13445,Yurt Ýçi,DRITAN SULAJ,AIVI 2020 (KLEVIS DAKA),AA 074 UB,"35,300", 745.00 ," 26,298.50 ", 6.60 , 232.98 ,LUSHNJE
18/04/2023,"5,753",13446,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 024 HE,"35,760", -   , -   , -   , -   ,ELBASAN
18/04/2023,"5,754",13447,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),03 137 HS,"22,620", -   , -   , -   , -   ,VITI
18/04/2023,"5,755",13448,Yurt Ýçi,ILIRJAN OSMANI,ILIRJAN OSMANI,GR 1643 B,"30,460", -   , -   , -   , -   ,ELBASAN
18/04/2023,"5,756",13449,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,03 626 HO,"25,540", -   , -   , -   , -   ,LIPJAN
18/04/2023,"5,757",13450,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 823 GH,"24,680", -   , -   , -   , -   ,FERIZAJ
18/04/2023,"5,758",13451,Yurt Ýçi,ANCHOR INVESTMENT SHPK,MUSTERI,AB 313 KU,"20,260"," 20,860.00 "," 20,860.00 ", 184.80 , 184.80 ,TIRANE
18/04/2023,"5,759",13452,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06 462 ED,"22,980", -   , -   , -   , -   ,VITI
18/04/2023,"5,760",13453,Yurt Ýçi,ERGI SHPK,ERGI SHPK,A 848 BN,"10,440", -   , -   , -   , -   ,ELBASAN
18/04/2023,"5,761",13454,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,03 714 HD,"23,180", -   , -   , -   , -   ,LIPJAN
18/04/2023,"5,762",13455,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 401 DL,"27,380", -   , -   , -   , -   ,ELBASAN
18/04/2023,"5,763",13456,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),02 290 EH,"23,100", -   , -   , -   , -   ,VITI
18/04/2023,"5,764",13457,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 381 BO,"24,100", -   , -   , -   , -   ,FERIZAJ
18/04/2023,"5,765",13458,Yurt Dýþý,GLOBAL STEEL SERVICES DOO,GLOBAL STEEL SERVICES DOO,NKCT610,"24,800", -   , -   , -   , -   ,BEOGRAD
18/04/2023,"5,766",13459,Yurt Ýçi,THANA SHPK,THANA SHPK,AA 326 LK,"23,620", -   , -   , -   , -   ,FIER
18/04/2023,"5,767",13460,Yurt Dýþý,GLOBAL STEEL SERVICES DOO,GLOBAL STEEL SERVICES DOO,NK DG 004,"24,700", -   , -   , -   , -   ,BEOGRAD
18/04/2023,"5,768",13461,Yurt Dýþý,PROMET STEEL HOLDING DOOEL (Makedonya),PROMET STEEL HOLDING DOOEL (Makedonya),SK 3156 BE,"21,520", -   , -   , -   , -   ,SHKUP
18/04/2023,"5,769",13462,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB999UU,"33,580", -   , -   , -   , -   ,FUSHE KRUJE
18/04/2023,"5,770",13463,Yurt Dýþý,GLOBAL STEEL SERVICES DOO,GLOBAL STEEL SERVICES DOO,NK CT 728,"24,940", -   , -   , -   , -   ,BEOGRAD
18/04/2023,"5,771",13464,Yurt Dýþý,GLOBAL STEEL SERVICES DOO,GLOBAL STEEL SERVICES DOO,NK DG 240,"24,560", -   , -   , -   , -   ,BEOGRAD
18/04/2023,"5,772",13465,Yurt Ýçi,BABASI COO SHPK,MARESH SHPK ,AB 547 ZT,"33,880"," 2,445.73 "," 82,861.19 ", 21.67 , 734.06 ,HIMARE
18/04/2023,"5,773",13466,Yurt Dýþý,GLOBAL STEEL SERVICES DOO,GLOBAL STEEL SERVICES DOO,NK DH 022,"23,900", -   , -   , -   , -   ,BEOGRAD
18/04/2023,"5,774",13467,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),AB 052 DV,"27,220", -   , -   , -   , -   ,PRISHTINE
18/04/2023,"5,775",13468,Yurt Dýþý,GLOBAL STEEL SERVICES DOO,GLOBAL STEEL SERVICES DOO,NK BU 015,"24,440", -   , -   , -   , -   ,BEOGRAD
18/04/2023,"5,776",13469,Yurt Dýþý,GLOBAL STEEL SERVICES DOO,GLOBAL STEEL SERVICES DOO,NK CP 105,"24,360", -   , -   , -   , -   ,BEOGRAD
18/04/2023,"5,777",13470,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 761 CL,"33,220", -   , -   , -   , -   ,FUSHE KRUJE
18/04/2023,"5,778",13471,Yurt Ýçi,G.P.G COMPANY SHPK ,G.P.G COMPANY SHPK ,AB 136 CS,"32,920", -   , -   , -   , -   ,TIRANE
18/04/2023,"5,779",13472,Yurt Dýþý,SS ALGA  (MONTENEGRO),ARMAND VELIAJ,AA 236 HC,"26,480"," 2,257.60 "," 59,781.25 ", 20.00 , 529.60 ,PODGORICE
18/04/2023,"5,780",13473,Yurt Dýþý,SS ALGA  (MONTENEGRO),ARMAND VELIAJ,AA 134 OM,"26,420"," 2,257.60 "," 59,645.79 ", 20.00 , 528.40 ,PODGORICE
18/04/2023,"5,781",13474,Yurt Ýçi,VELLEZERIT HYSA SHPK,VELLEZERIT HYSA SHPK,GN 03 RXX,"12,600", -   , -   , -   , -   ,ELBASAN
18/04/2023,"5,782",13475,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),05 921 FK,"26,280", -   , -   , -   , -   ,PRISHTINE
18/04/2023,"5,783",13477,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),05 140 EO,"28,200", -   , -   , -   , -   ,PRISHTINE
18/04/2023,"5,784",DURRES - M/V DYNASTY,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB741BA,"35,680", -   , -   , -   , -   ,FUSHE KRUJE
18/04/2023,"5,785",DURRES - M/V DYNASTY,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB009LL,"35,180", -   , -   , -   , -   ,FUSHE KRUJE
18/04/2023,"5,786",DURRES - M/V DYNASTY,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA395GA,"35,420", -   , -   , -   , -   ,FUSHE KRUJE
18/04/2023,"5,787",13478,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),06 724 FO,"27,920", -   , -   , -   , -   ,VITI
18/04/2023,"5,788",13479,Yurt Dýþý,SS ALGA  (MONTENEGRO),SS ALGA  (MONTENEGRO),NK DD 890,"24,760", -   , -   , -   , -   ,PODGORICE
18/04/2023,"5,789",13480,Yurt Dýþý,VAM TRADE SHPK,VAM TRADE SHPK,01 645 PF,"29,680", -   , -   , -   , -   ,GRACANICE
18/04/2023,"5,790",13481,Yurt Dýþý,PROMET STEEL HOLDING DOOEL (Makedonya),PROMET STEEL HOLDING DOOEL (Makedonya),SK 5835 BK,"26,340", -   , -   , -   , -   ,SHKUP
18/04/2023,"5,791",13482,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 497 FX,"33,100", -   , -   , -   , -   ,ELBASAN
18/04/2023,"5,792",13483,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 024HE,"33,260", -   , -   , -   , -   ,ELBASAN
18/04/2023,"5,793",13484,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB009ER,"33,200", -   , -   , -   , -   ,FUSHE KRUJE
18/04/2023,"5,794",13485,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,01753SR,"24,880", -   , -   , -   , -   ,LIPJAN
18/04/2023,"5,795",13486,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),NP056WH,"24,960", -   , -   , -   , -   ,PRISHTINE
18/04/2023,"5,796",13487,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB009GL,"33,020", -   , -   , -   , -   ,FUSHE KRUJE
18/04/2023,"5,797",13488,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB009HH,"35,820", -   , -   , -   , -   ,FUSHE KRUJE
19/04/2023,"5,798",13489,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05134FI,"26,640", -   , -   , -   , -   ,FERIZAJ
19/04/2023,"5,799",13490,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB009ER,"33,360", -   , -   , -   , -   ,FUSHE KRUJE
