Ýrsaliye No,Resmi Belge No,Plaka No,Stok Kodu,Stok Adý,Miktar,Birim,Müþteri Ünvaný,Ýrsaliye Tarihi
"3,526",78056,                                                            ,DM.00.055,25 Hekur Periodik,"24,920",KG,METAL KOMERC LTD DOO (SIRBISTAN),08/03/2023
"3,623",78160,                                                            ,DM.00.015,9 Hekur Periodik,"6,240",KG,SHIJAKU SHPK (SHSH),09/03/2023
"3,623",78160,                                                            ,DM.00.025,12 Hekur Periodik,"8,460",KG,SHIJAKU SHPK (SHSH),09/03/2023
"3,623",78160,                                                            ,DM.00.030,14 Hekur Periodik,"8,320",KG,SHIJAKU SHPK (SHSH),09/03/2023
"3,623",78160,                                                            ,DM.00.035,16 Hekur Periodik,"17,120",KG,SHIJAKU SHPK (SHSH),09/03/2023
"4,073",78632,                                                            ,DM.00.020,10 Hekur Periodik,"4,220",KG,METAL IN (KOSOVA),15/03/2023
"4,073",78632,                                                            ,EM.00.025,12 Hekur Periodik,"16,500",KG,METAL IN (KOSOVA),15/03/2023
"4,073",78632,                                                            ,EM.00.030,14 Hekur Periodik,"6,200",KG,METAL IN (KOSOVA),15/03/2023
"4,077",78636,                                                            ,DM.00.010,8 Hekur Periodik,"2,020",KG,KONTAKT SHPK,15/03/2023
"4,077",78636,                                                            ,DM.00.020,10 Hekur Periodik,"4,160",KG,KONTAKT SHPK,15/03/2023
"4,077",78636,                                                            ,DM.00.040,18 Hekur Periodik,"2,120",KG,KONTAKT SHPK,15/03/2023
"4,077",78636,                                                            ,DM.00.050,22 Hekur Periodik,"2,020",KG,KONTAKT SHPK,15/03/2023
"4,077",78636,                                                            ,EM.00.025,12 Hekur Periodik,"2,000",KG,KONTAKT SHPK,15/03/2023
"4,077",78636,                                                            ,EM.00.030,14 Hekur Periodik,"2,000",KG,KONTAKT SHPK,15/03/2023
"4,077",78636,                                                            ,EM.00.045,20 Hekur Periodik,"6,280",KG,KONTAKT SHPK,15/03/2023
"4,127",78684,                                                            ,DM.00.025,12 Hekur Periodik,"33,880",KG,LARTI SHPK (A.ISAI),16/03/2023
"4,189",78752,                                                            ,DM.00.015,9 Hekur Periodik,"16,720",KG,RAFAELO SHPK   (MG),17/03/2023
"4,189",78752,                                                            ,DM.00.025,12 Hekur Periodik,"17,500",KG,RAFAELO SHPK   (MG),17/03/2023
"4,192",78756,                                                            ,EM.00.035,16 Hekur Periodik,"26,460",KG,EURO ABI (KOSOVA),17/03/2023
"4,244",78808,                                                            ,DM.00.025,12 Hekur Periodik,"10,320",KG,SHPK NDERIMI(KOSOVA),18/03/2023
"4,244",78808,                                                            ,DM.00.030,14 Hekur Periodik,"13,100",KG,SHPK NDERIMI(KOSOVA),18/03/2023
"4,244",78808,                                                            ,EM.00.035,16 Hekur Periodik,"2,000",KG,SHPK NDERIMI(KOSOVA),18/03/2023
"4,248",78812,                                                            ,DM.00.025,12 Hekur Periodik,"26,480",KG,SHPK NDERIMI(KOSOVA),18/03/2023
"4,265",78832,                                                            ,DM.00.010,8 Hekur Periodik,"2,020",KG,RRONI FER SHPK (KOSOVA),18/03/2023
"4,265",78832,                                                            ,DM.00.015,9 Hekur Periodik,"4,120",KG,RRONI FER SHPK (KOSOVA),18/03/2023
"4,265",78832,                                                            ,DM.00.025,12 Hekur Periodik,"19,480",KG,RRONI FER SHPK (KOSOVA),18/03/2023
"4,280",78848,                                                            ,DM.00.020,10 Hekur Periodik,"2,060",KG,KONTAKT SHPK,18/03/2023
"4,280",78848,                                                            ,EM.00.045,20 Hekur Periodik,"5,760",KG,KONTAKT SHPK,18/03/2023
"4,321",78892,                                                            ,DM.00.010,8 Hekur Periodik,"2,180",KG,DI GIPS  BULGARIA LTD,20/03/2023
"4,321",78892,                                                            ,EM.00.030,14 Hekur Periodik,"21,820",KG,DI GIPS  BULGARIA LTD,20/03/2023
"4,341",78928,                                                            ,DM.00.025,12 Hekur Periodik,"23,300",KG,FOKUS TRADE BALKAN DOOEL,20/03/2023
"4,788",94405,                                                            ,EM.00.025,12 Hekur Periodik,"26,520",KG,SHPK NDERIMI(KOSOVA),29/03/2023
"4,813",94432,                                                            ,DM.00.030,14 Hekur Periodik,"2,000",KG,KONTAKT SHPK,29/03/2023
"4,813",94432,                                                            ,EM.00.040,18 Hekur Periodik,"6,260",KG,KONTAKT SHPK,29/03/2023
957,1154/2023,                                                            ,K110001,TORBA KÝREÇ,"12,000",KG,ERGEN SHPK (KIREC),19/01/2023
959,1160/2023,                                                            ,K110001,TORBA KÝREÇ,"1,500",KG,CWI-ALBANIA SHA (Cokyasar Wire Industry Albania),19/01/2023
"1,230",1480/2023,                                                            ,K110001,TORBA KÝREÇ,"4,500",KG,ALKO-IMPEX SHPK(KIREC),25/01/2023
"1,373",1609/2023,                                                            ,K111001,TOZ KÝREÇ,"20,680",KG,BERALB  (KIREC),27/01/2023
"1,376",1610/2023,                                                            ,U117001,KIREC TASI,"9,140",KG,FLORA KO,27/01/2023
"1,838",2285/2023,                                                            ,K110001,TORBA KÝREÇ,"30,000",KG,SHIJAKU SHPK (KIREC),07/02/2023
"1,892",2315/2023,                                                            ,K110001,TORBA KÝREÇ,"4,500",KG,CCALB SHPK (KIREC),08/02/2023
"3,007",3395/2023,                                                            ,K110001,TORBA KÝREÇ,"4,500",KG,CCALB SHPK (KIREC),28/02/2023
"3,724",4378/2023,                                                            ,K110001,TORBA KÝREÇ,"3,000",KG,CWI-ALBANIA SHA (Cokyasar Wire Industry Albania),09/03/2023
"4,385",5048/2023,                                                            ,K110001,TORBA KÝREÇ,"1,500",KG,ERGI-PINK SHPK,20/03/2023
303,508/2023,                                                            ,K110001,TORBA KÝREÇ,"4,500",KG,CCALB SHPK (KIREC),09/01/2023
"4,724",5390/2023,                                                            ,K110001,TORBA KÝREÇ,"3,500",KG,CCALB SHPK (KIREC),27/03/2023
"4,724",5390/2023,                                                            ,K110001,TORBA KÝREÇ,"1,000",KG,CCALB SHPK (KIREC),27/03/2023
"4,978",5612/2023,                                                            ,K111001,TOZ KÝREÇ,"24,000",KG,TETE ALBANIA TUNEL & MINING (KIREC),31/03/2023
"5,302",6230/2023,                                                            ,K110001,TORBA KÝREÇ,"30,000",KG,SHIJAKU SHPK (KIREC),07/04/2023
393,628/2023,                                                            ,K110001,TORBA KÝREÇ,"6,000",KG,BULLARI-08 SHPK,10/01/2023
"5,468",6418/2023,                                                            ,K110001,TORBA KÝREÇ,"3,000",KG,VIGA BERAT (KIREC),11/04/2023
"5,912",6852/2023,                                                            ,K110001,TORBA KÝREÇ,"1,500",KG,ALKO-IMPEX SHPK(KIREC),20/04/2023
"5,985",6874/2023,                                                            ,K110001,TORBA KÝREÇ,"12,000",KG,ERGEN SHPK (KIREC),24/04/2023
"6,291",7096/2023,                                                            ,K110001,TORBA KÝREÇ,"3,000",KG,ALKO-IMPEX SHPK(KIREC),28/04/2023
"6,291",7096/2023,                                                            ,K110001,TORBA KÝREÇ,"4,500",KG,ALKO-IMPEX SHPK(KIREC),28/04/2023
"6,384",7210/2023,                                                            ,K110001,TORBA KÝREÇ,"6,000",KG,CUKA 2008 SHPK (KIREC),02/05/2023
"6,528",7374/2023,                                                            ,K110001,TORBA KÝREÇ,"9,000",KG,KASA CONSTRUCTION,04/05/2023
"6,593",7559/2023,                                                            ,F131027,TUFAL,"33,200",KG,AJSLI 2011,05/05/2023
"6,593",7559/2023,                                                            ,F131027,TUFAL,"13,740",KG,AJSLI 2011,05/05/2023
"6,330",AB 530 GM,                                                            ,EM.02.100," 5,5 Hekur Katanke ","25,340",KG,CWI-ALBANIA SHA_HEKUR,02/05/2023
"2,889",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"32,360",KG,LARTI SHPK (A.ISAI),27/02/2023
"2,890",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.045,20 Hekur Periodik,"32,660",KG,LARTI SHPK (A.ISAI),27/02/2023
"2,929",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.025,12 Hekur Periodik,"6,080",KG,LARTI SHPK (A.ISAI),28/02/2023
"2,929",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.050,22 Hekur Periodik,"24,640",KG,LARTI SHPK (A.ISAI),28/02/2023
"2,992",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.025,12 Hekur Periodik,"16,600",KG,LARTI SHPK (A.ISAI),28/02/2023
"2,992",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.045,20 Hekur Periodik,"16,640",KG,LARTI SHPK (A.ISAI),28/02/2023
"3,045",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"32,900",KG,LARTI SHPK (A.ISAI),01/03/2023
"3,056",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.025,12 Hekur Periodik,"32,500",KG,LARTI SHPK (A.ISAI),01/03/2023
"3,153",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.045,20 Hekur Periodik,"32,780",KG,LARTI SHPK (A.ISAI),02/03/2023
"3,200",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"32,440",KG,LARTI SHPK (A.ISAI),03/03/2023
"3,250",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.050,22 Hekur Periodik,"32,960",KG,LARTI SHPK (A.ISAI),03/03/2023
"3,317",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"14,400",KG,LARTI SHPK (A.ISAI),04/03/2023
"3,317",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.045,20 Hekur Periodik,"2,060",KG,LARTI SHPK (A.ISAI),04/03/2023
"3,319",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.040,18 Hekur Periodik,"32,340",KG,LARTI SHPK (A.ISAI),04/03/2023
"3,336",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.030,14 Hekur Periodik,"15,720",KG,LARTI SHPK (A.ISAI),04/03/2023
"3,400",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.045,20 Hekur Periodik,"8,300",KG,LARTI SHPK (A.ISAI),06/03/2023
"3,420",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.045,20 Hekur Periodik,"14,900",KG,LARTI SHPK (A.ISAI),06/03/2023
"3,497",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"32,760",KG,LARTI SHPK (A.ISAI),07/03/2023
"3,499",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"33,220",KG,LARTI SHPK (A.ISAI),07/03/2023
"3,558",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.025,12 Hekur Periodik,"12,120",KG,LARTI SHPK (A.ISAI),08/03/2023
"3,558",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.040,18 Hekur Periodik,"8,180",KG,LARTI SHPK (A.ISAI),08/03/2023
"3,558",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.045,20 Hekur Periodik,"4,100",KG,LARTI SHPK (A.ISAI),08/03/2023
"3,577",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.045,20 Hekur Periodik,"32,460",KG,LARTI SHPK (A.ISAI),08/03/2023
"3,910",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"33,280",KG,LARTI SHPK (A.ISAI),13/03/2023
"3,911",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.025,12 Hekur Periodik,"32,980",KG,LARTI SHPK (A.ISAI),13/03/2023
"4,120",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.045,20 Hekur Periodik,"32,880",KG,LARTI SHPK (A.ISAI),16/03/2023
"2,699",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"32,880",KG,RAFAELO SHPK   (MG),24/02/2023
"2,734",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.045,20 Hekur Periodik,"32,440",KG,RAFAELO SHPK   (MG),24/02/2023
"2,760",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"32,840",KG,RAFAELO SHPK   (MG),24/02/2023
"2,806",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"32,900",KG,RAFAELO SHPK   (MG),25/02/2023
"3,103",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.045,20 Hekur Periodik,"32,720",KG,RAFAELO SHPK   (MG),02/03/2023
"3,125",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"16,300",KG,RAFAELO SHPK   (MG),02/03/2023
"3,240",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.045,20 Hekur Periodik,"32,820",KG,RAFAELO SHPK   (MG),03/03/2023
"3,454",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"37,180",KG,RAFAELO SHPK   (MG),07/03/2023
"3,501",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"33,020",KG,RAFAELO SHPK   (MG),07/03/2023
"3,510",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"6,660",KG,RAFAELO SHPK   (MG),07/03/2023
"3,510",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"25,940",KG,RAFAELO SHPK   (MG),07/03/2023
"3,512",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.025,12 Hekur Periodik,"20,360",KG,RAFAELO SHPK   (MG),07/03/2023
"3,512",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.030,14 Hekur Periodik,"12,240",KG,RAFAELO SHPK   (MG),07/03/2023
"3,556",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.045,20 Hekur Periodik,"32,380",KG,RAFAELO SHPK   (MG),08/03/2023
"3,605",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.025,12 Hekur Periodik,"32,900",KG,RAFAELO SHPK   (MG),08/03/2023
"3,640",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.030,14 Hekur Periodik,"12,240",KG,RAFAELO SHPK   (MG),09/03/2023
"3,640",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.045,20 Hekur Periodik,"22,280",KG,RAFAELO SHPK   (MG),09/03/2023
"3,926",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"16,600",KG,RAFAELO SHPK   (MG),13/03/2023
"3,926",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.045,20 Hekur Periodik,"16,320",KG,RAFAELO SHPK   (MG),13/03/2023
"4,119",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"16,320",KG,RAFAELO SHPK   (MG),16/03/2023
"4,119",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.045,20 Hekur Periodik,"21,120",KG,RAFAELO SHPK   (MG),16/03/2023
"4,198",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"18,840",KG,RAFAELO SHPK   (MG),17/03/2023
"4,198",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.045,20 Hekur Periodik,"16,320",KG,RAFAELO SHPK   (MG),17/03/2023
"2,738",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"32,800",KG,SHIJAKU SHPK (SHSH),24/02/2023
"2,886",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"32,680",KG,SHIJAKU SHPK (SHSH),27/02/2023
"2,887",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.030,14 Hekur Periodik,"37,060",KG,SHIJAKU SHPK (SHSH),27/02/2023
"2,984",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.025,12 Hekur Periodik,"32,580",KG,SHIJAKU SHPK (SHSH),28/02/2023
"3,006",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"37,420",KG,SHIJAKU SHPK (SHSH),01/03/2023
"3,010",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"31,020",KG,SHIJAKU SHPK (SHSH),01/03/2023
"3,022",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"36,820",KG,SHIJAKU SHPK (SHSH),01/03/2023
"3,042",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"37,200",KG,SHIJAKU SHPK (SHSH),01/03/2023
"3,048",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"36,880",KG,SHIJAKU SHPK (SHSH),01/03/2023
"3,051",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.025,12 Hekur Periodik,"37,220",KG,SHIJAKU SHPK (SHSH),01/03/2023
"3,388",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"36,260",KG,SHIJAKU SHPK (SHSH),06/03/2023
"3,389",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"36,460",KG,SHIJAKU SHPK (SHSH),06/03/2023
"3,457",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"36,900",KG,SHIJAKU SHPK (SHSH),07/03/2023
"3,458",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.030,14 Hekur Periodik,"16,200",KG,SHIJAKU SHPK (SHSH),07/03/2023
"3,500",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"37,020",KG,SHIJAKU SHPK (SHSH),07/03/2023
"3,536",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.025,12 Hekur Periodik,"36,680",KG,SHIJAKU SHPK (SHSH),08/03/2023
"3,553",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"36,880",KG,SHIJAKU SHPK (SHSH),08/03/2023
"3,554",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"36,680",KG,SHIJAKU SHPK (SHSH),08/03/2023
"3,575",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.045,20 Hekur Periodik,"36,840",KG,SHIJAKU SHPK (SHSH),08/03/2023
"3,655",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.025,12 Hekur Periodik,"18,380",KG,SHIJAKU SHPK (SHSH),09/03/2023
"3,655",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.030,14 Hekur Periodik,"17,980",KG,SHIJAKU SHPK (SHSH),09/03/2023
"3,657",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.025,12 Hekur Periodik,"16,340",KG,SHIJAKU SHPK (SHSH),09/03/2023
"3,657",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"10,000",KG,SHIJAKU SHPK (SHSH),09/03/2023
"3,657",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.045,20 Hekur Periodik,"4,100",KG,SHIJAKU SHPK (SHSH),09/03/2023
"3,665",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.025,12 Hekur Periodik,"16,320",KG,SHIJAKU SHPK (SHSH),09/03/2023
"3,665",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"15,880",KG,SHIJAKU SHPK (SHSH),09/03/2023
"3,677",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.025,12 Hekur Periodik,"16,320",KG,SHIJAKU SHPK (SHSH),09/03/2023
"3,677",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"16,040",KG,SHIJAKU SHPK (SHSH),09/03/2023
"3,740",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.025,12 Hekur Periodik,"36,420",KG,SHIJAKU SHPK (SHSH),10/03/2023
"3,771",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"37,040",KG,SHIJAKU SHPK (SHSH),10/03/2023
"3,782",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.025,12 Hekur Periodik,"16,320",KG,SHIJAKU SHPK (SHSH),10/03/2023
"3,782",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"15,900",KG,SHIJAKU SHPK (SHSH),10/03/2023
"3,850",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.025,12 Hekur Periodik,"16,320",KG,SHIJAKU SHPK (SHSH),11/03/2023
"3,850",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"16,600",KG,SHIJAKU SHPK (SHSH),11/03/2023
"3,855",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"34,400",KG,SHIJAKU SHPK (SHSH),11/03/2023
"3,950",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"36,580",KG,SHIJAKU SHPK (SHSH),13/03/2023
"3,978",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"36,760",KG,SHIJAKU SHPK (SHSH),14/03/2023
"4,212",DURRES - M/V BEST ADVENTURES,                                                            ,EM.00.035,16 Hekur Periodik,"36,920",KG,SHIJAKU SHPK (SHSH),17/03/2023
"5,407",DURRES - M/V DYNASTY,                                                            ,EM.00.035,16 Hekur Periodik,"33,340",KG,LARTI SHPK (A.ISAI),11/04/2023
"5,439",DURRES - M/V DYNASTY,                                                            ,EM.00.040,18 Hekur Periodik,"34,060",KG,LARTI SHPK (A.ISAI),11/04/2023
"5,561",DURRES - M/V DYNASTY,                                                            ,EM.00.040,18 Hekur Periodik,"16,900",KG,LARTI SHPK (A.ISAI),13/04/2023
"5,561",DURRES - M/V DYNASTY,                                                            ,EM.00.045,20 Hekur Periodik,"16,900",KG,LARTI SHPK (A.ISAI),13/04/2023
"5,600",DURRES - M/V DYNASTY,                                                            ,EM.00.035,16 Hekur Periodik,"34,180",KG,LARTI SHPK (A.ISAI),14/04/2023
"5,562",DURRES - M/V DYNASTY,                                                            ,EM.00.040,18 Hekur Periodik,"14,580",KG,RAFAELO SHPK   (MG),13/04/2023
"5,562",DURRES - M/V DYNASTY,                                                            ,EM.00.040,18 Hekur Periodik,"19,900",KG,RAFAELO SHPK   (MG),13/04/2023
"5,411",DURRES - M/V DYNASTY,                                                            ,EM.00.035,16 Hekur Periodik,"16,160",KG,SHIJAKU SHPK (SHSH),11/04/2023
"5,411",DURRES - M/V DYNASTY,                                                            ,EM.00.045,20 Hekur Periodik,"18,840",KG,SHIJAKU SHPK (SHSH),11/04/2023
"5,438",DURRES - M/V DYNASTY,                                                            ,EM.00.040,18 Hekur Periodik,"19,740",KG,SHIJAKU SHPK (SHSH),11/04/2023
"5,438",DURRES - M/V DYNASTY,                                                            ,EM.00.045,20 Hekur Periodik,"16,900",KG,SHIJAKU SHPK (SHSH),11/04/2023
"5,470",DURRES - M/V DYNASTY,                                                            ,EM.00.035,16 Hekur Periodik,"33,800",KG,SHIJAKU SHPK (SHSH),12/04/2023
"5,475",DURRES - M/V DYNASTY,85,EM.00.035,16 Hekur Periodik,"14,170",KG,SHIJAKU SHPK (SHSH),12/04/2023
"5,475",DURRES - M/V DYNASTY,85,EM.00.040,18 Hekur Periodik,"8,500",KG,SHIJAKU SHPK (SHSH),12/04/2023
"5,475",DURRES - M/V DYNASTY,85,EM.00.045,20 Hekur Periodik,"14,170",KG,SHIJAKU SHPK (SHSH),12/04/2023
"5,558",DURRES - M/V DYNASTY,                                                            ,EM.00.035,16 Hekur Periodik,"19,740",KG,SHIJAKU SHPK (SHSH),13/04/2023
"5,558",DURRES - M/V DYNASTY,                                                            ,EM.00.040,18 Hekur Periodik,"16,120",KG,SHIJAKU SHPK (SHSH),13/04/2023
"5,605",DURRES - M/V DYNASTY,                                                            ,EM.00.035,16 Hekur Periodik,"19,740",KG,SHIJAKU SHPK (SHSH),14/04/2023
"5,605",DURRES - M/V DYNASTY,                                                            ,EM.00.045,20 Hekur Periodik,"12,700",KG,SHIJAKU SHPK (SHSH),14/04/2023
"5,606",DURRES - M/V DYNASTY,                                                            ,EM.00.035,16 Hekur Periodik,"32,940",KG,SHIJAKU SHPK (SHSH),14/04/2023
"5,626",DURRES - M/V DYNASTY,                                                            ,EM.00.040,18 Hekur Periodik,"34,700",KG,SHIJAKU SHPK (SHSH),14/04/2023
"5,635",DURRES - M/V DYNASTY,                                                            ,EM.00.040,18 Hekur Periodik,"33,260",KG,SHIJAKU SHPK (SHSH),14/04/2023
"5,636",DURRES - M/V DYNASTY,                                                            ,EM.00.035,16 Hekur Periodik,"33,400",KG,SHIJAKU SHPK (SHSH),14/04/2023
"5,671",DURRES - M/V DYNASTY,                                                            ,EM.00.040,18 Hekur Periodik,"25,380",KG,SHIJAKU SHPK (SHSH),15/04/2023
"5,671",DURRES - M/V DYNASTY,                                                            ,EM.00.045,20 Hekur Periodik,"11,280",KG,SHIJAKU SHPK (SHSH),15/04/2023
"5,692",DURRES - M/V DYNASTY,                                                            ,EM.00.035,16 Hekur Periodik,"15,800",KG,SHIJAKU SHPK (SHSH),15/04/2023
"5,692",DURRES - M/V DYNASTY,                                                            ,EM.00.040,18 Hekur Periodik,"8,460",KG,SHIJAKU SHPK (SHSH),15/04/2023
"5,692",DURRES - M/V DYNASTY,                                                            ,EM.00.045,20 Hekur Periodik,"11,280",KG,SHIJAKU SHPK (SHSH),15/04/2023
"5,712",DURRES - M/V DYNASTY,                                                            ,EM.00.035,16 Hekur Periodik,"16,660",KG,SHIJAKU SHPK (SHSH),17/04/2023
"5,712",DURRES - M/V DYNASTY,                                                            ,EM.00.045,20 Hekur Periodik,"16,640",KG,SHIJAKU SHPK (SHSH),17/04/2023
"5,719",DURRES - M/V DYNASTY,                                                            ,EM.00.040,18 Hekur Periodik,"32,880",KG,SHIJAKU SHPK (SHSH),17/04/2023
"5,729",DURRES - M/V DYNASTY,                                                            ,EM.00.035,16 Hekur Periodik,"16,560",KG,SHIJAKU SHPK (SHSH),17/04/2023
"5,729",DURRES - M/V DYNASTY,                                                            ,EM.00.045,20 Hekur Periodik,"16,560",KG,SHIJAKU SHPK (SHSH),17/04/2023
"5,736",DURRES - M/V DYNASTY,                                                            ,EM.00.035,16 Hekur Periodik,"16,760",KG,SHIJAKU SHPK (SHSH),17/04/2023
"5,736",DURRES - M/V DYNASTY,                                                            ,EM.00.045,20 Hekur Periodik,"16,760",KG,SHIJAKU SHPK (SHSH),17/04/2023
"5,784",DURRES - M/V DYNASTY,                                                            ,EM.00.035,16 Hekur Periodik,"19,200",KG,SHIJAKU SHPK (SHSH),18/04/2023
"5,784",DURRES - M/V DYNASTY,                                                            ,EM.00.040,18 Hekur Periodik,"16,480",KG,SHIJAKU SHPK (SHSH),18/04/2023
"5,785",DURRES - M/V DYNASTY,                                                            ,EM.00.040,18 Hekur Periodik,"35,180",KG,SHIJAKU SHPK (SHSH),18/04/2023
"5,786",DURRES - M/V DYNASTY,                                                            ,EM.00.045,20 Hekur Periodik,"35,420",KG,SHIJAKU SHPK (SHSH),18/04/2023
"5,816",DURRES - M/V DYNASTY,                                                            ,EM.00.035,16 Hekur Periodik,"10,900",KG,SHIJAKU SHPK (SHSH),19/04/2023
"5,816",DURRES - M/V DYNASTY,                                                            ,EM.00.040,18 Hekur Periodik,"14,600",KG,SHIJAKU SHPK (SHSH),19/04/2023
"5,816",DURRES - M/V DYNASTY,                                                            ,EM.00.045,20 Hekur Periodik,"10,900",KG,SHIJAKU SHPK (SHSH),19/04/2023
"5,879",DURRES - M/V DYNASTY,                                                            ,EM.00.035,16 Hekur Periodik,"37,340",KG,SHIJAKU SHPK (SHSH),20/04/2023
